Customer_ID,First_Name,Surname,Street_Address,Age,Gender,Location,Tenure_Months,Activation_Date,Plan_Type,Contract_Duration_Months,Data_Usage_GB,Call_Minutes,SMS_Count,Payment_History_12mo,Outstanding_Balance,Monthly_Bill,Num_Complaints,Support_Tickets,Payment_Delays,Churn,Customer Phone Number
C0522,Michael,Sibanda,112 Churchill Rd,38,Female,Bulawayo,51,13/11/2024,Postpaid,10,27.38,641.6,101,11,17.27,65.44,0,0,0,0,712023892
C0523,Peter,Nyathi,97 Second St,33,Male,Harare,25,5/1/2021,Prepaid,0,3.46,703.8,85,12,25.86,24.43,0,0,0,0,712741147
C0524,Grace,Nyathi,27 Kwame Nkrumah Ave,32,Male,Masvingo,58,19/12/2020,Prepaid,0,8.73,373.3,141,11,46.81,10.52,2,1,1,1,717766937
C0525,David,Jones,78 First Ave,22,Female,Harare,22,14/9/2021,Prepaid,0,5.49,563.7,446,10,23.31,20.85,3,1,1,0,712806318
C0526,John,Williams,153 Samora Machel St,23,Female,Harare,58,18/8/2021,Postpaid,7,39.13,450.7,336,11,58.86,45.77,1,0,2,0,717385029
C0527,Jane,Jones,162 Main Rd,55,Female,Harare,58,7/1/2025,Postpaid,16,38.93,672.1,212,12,92.32,77.7,0,1,1,0,713830470
C0528,Alice,Moyo,88 Samora Machel St,20,Female,Masvingo,22,22/6/2024,Prepaid,0,0.28,583.6,50,12,74.81,10.07,1,0,3,0,717419469
C0529,Susan,Johnson,188 High St,65,Male,Harare,49,25/10/2020,Prepaid,0,1.35,525.8,111,12,66.64,22.67,0,0,1,0,711352733
C0530,Alice,Smith,54 Second St,29,Male,Gweru,52,16/11/2024,Postpaid,14,34.68,249.5,462,9,58.27,69.3,0,0,0,1,712379469
C0531,Alice,Dube,87 Churchill Rd,53,Female,Gweru,42,27/3/2020,Prepaid,0,1.7,2.0,441,9,48.79,8.72,0,1,1,1,715692531
C0532,Alice,Williams,5 Second St,50,Female,Masvingo,6,15/8/2024,Prepaid,0,2.63,174.1,270,9,18.66,9.49,1,0,0,1,717177331
C0533,Jane,Moyo,123 Kwame Nkrumah Ave,53,Male,Bulawayo,15,31/1/2024,Prepaid,0,9.47,117.1,64,9,89.47,14.88,0,1,0,0,719557118
C0534,Jane,Chirwa,164 First Ave,50,Male,Gweru,54,23/11/2022,Prepaid,0,5.65,449.1,343,9,24.85,24.23,1,0,0,1,712504962
C0535,Michael,Smith,54 First Ave,48,Male,Mutare,43,28/3/2021,Postpaid,11,38.78,612.3,182,9,9.13,83.87,1,0,0,0,715662532
C0536,Jane,Jones,164 High St,38,Male,Gweru,60,12/12/2020,Postpaid,13,30.11,213.1,331,9,75.0,64.18,1,1,0,0,714304655
C0537,David,Dube,197 First Ave,44,Female,Mutare,37,16/11/2021,Prepaid,0,5.57,939.1,9,12,17.56,11.75,3,1,0,0,719322027
C0538,Emily,Moyo,39 Churchill Rd,44,Male,Masvingo,33,28/12/2021,Prepaid,0,1.03,6.7,493,8,37.19,15.99,1,1,0,0,715917175
C0539,Robert,Chirwa,198 Second St,25,Male,Bulawayo,8,28/6/2020,Postpaid,14,20.46,772.3,233,9,2.83,82.39,1,0,0,0,713512064
C0540,David,Smith,109 Second St,54,Male,Mutare,53,24/11/2024,Postpaid,14,17.71,625.2,297,12,13.71,84.88,0,2,2,0,711196056
C0541,David,Chirwa,132 Churchill Rd,49,Female,Mutare,60,19/10/2023,Prepaid,0,3.97,373.6,243,8,17.32,11.49,0,1,2,0,715332714
C0542,David,Johnson,74 Samora Machel St,43,Female,Gweru,44,8/7/2024,Postpaid,13,40.93,50.5,350,9,5.44,80.48,0,0,1,0,715173259
C0543,Jane,Brown,65 Churchill Rd,19,Male,Mutare,44,14/7/2020,Postpaid,17,21.74,627.5,266,8,65.67,76.05,0,0,0,0,717892374
C0544,Robert,Smith,168 Samora Machel St,29,Male,Masvingo,5,11/3/2024,Postpaid,13,25.33,385.6,117,8,83.7,97.14,2,1,0,0,717627572
C0545,Robert,Chirwa,37 Churchill Rd,39,Female,Masvingo,39,2/4/2020,Prepaid,0,4.03,936.3,143,10,37.33,23.62,1,1,1,0,713665616
C0546,Michael,Sibanda,67 Second St,34,Female,Masvingo,4,20/9/2023,Prepaid,0,1.02,542.0,380,11,87.46,20.79,0,1,1,0,714215868
C0547,David,Dube,111 First Ave,24,Male,Gweru,6,1/4/2022,Postpaid,8,24.85,939.7,200,10,21.33,80.64,0,0,0,0,712556276
C0548,Robert,Moyo,159 Second St,60,Female,Bulawayo,45,23/5/2020,Prepaid,0,2.04,220.5,238,8,32.54,10.48,0,1,0,0,718212431
C0549,David,Nyathi,125 Main Rd,21,Male,Gweru,32,18/4/2020,Postpaid,18,13.4,725.7,333,12,15.07,89.22,1,2,0,0,717956043
C0550,Robert,Moyo,87 Main Rd,54,Female,Masvingo,52,29/4/2024,Prepaid,0,1.03,617.2,402,9,62.06,13.55,0,1,0,0,719412524
C0551,Alice,Moyo,47 High St,55,Male,Gweru,30,2/1/2024,Prepaid,0,3.63,739.4,414,11,41.99,10.44,3,1,0,1,713713115
C0552,Michael,Johnson,155 First Ave,49,Male,Masvingo,47,7/10/2024,Prepaid,0,7.6,214.7,456,9,61.33,12.68,1,0,2,0,719156922
C0553,Emily,Smith,179 Samora Machel St,28,Female,Harare,35,13/9/2023,Prepaid,0,2.84,665.0,483,12,76.17,21.72,1,2,1,0,716846643
C0554,John,Sibanda,148 Main Rd,18,Male,Harare,55,17/5/2022,Postpaid,24,19.06,498.0,436,11,54.57,40.4,2,0,0,0,718004981
C0555,Grace,Brown,13 Churchill Rd,42,Female,Mutare,40,15/2/2025,Postpaid,7,33.92,742.8,486,10,62.76,61.93,2,0,0,0,711057990
C0556,Grace,Brown,191 Kwame Nkrumah Ave,59,Female,Bulawayo,52,25/8/2024,Postpaid,22,13.81,327.0,245,8,93.53,64.47,1,0,0,0,717778499
C0557,John,Nyathi,44 Samora Machel St,69,Female,Harare,16,4/2/2023,Prepaid,0,8.98,890.1,345,12,29.91,5.73,1,1,0,0,713615954
C0558,Susan,Smith,152 Churchill Rd,41,Male,Masvingo,13,5/6/2024,Prepaid,0,5.25,84.3,7,8,35.92,8.91,3,0,0,0,715736176
C0559,Michael,Williams,125 Second St,70,Male,Gweru,50,9/5/2023,Prepaid,0,4.53,807.2,151,8,71.77,21.53,0,1,1,1,716630545
C0560,John,Sibanda,119 High St,60,Male,Gweru,60,26/2/2022,Prepaid,0,5.62,861.3,391,9,61.13,21.62,1,1,0,0,718621977
C0561,John,Sibanda,131 Samora Machel St,34,Female,Mutare,42,4/5/2021,Prepaid,0,1.74,817.3,210,12,17.85,10.85,1,0,0,0,711821012
C0562,Jane,Johnson,126 Samora Machel St,25,Male,Gweru,30,15/5/2020,Prepaid,0,6.17,512.7,366,8,37.61,22.5,0,1,0,1,719524991
C0563,Susan,Moyo,138 Second St,62,Male,Harare,19,15/4/2022,Prepaid,0,3.69,438.4,431,10,46.78,20.44,1,0,0,0,717422142
C0564,Peter,Williams,193 Kwame Nkrumah Ave,44,Male,Gweru,17,14/10/2021,Prepaid,0,8.98,996.3,157,11,41.94,13.36,0,0,1,1,717729887
C0565,Alice,Chirwa,49 Second St,69,Male,Harare,56,25/8/2023,Postpaid,21,12.6,229.2,57,12,17.83,82.39,0,0,1,0,711557168
C0566,Michael,Moyo,124 Second St,35,Female,Harare,19,2/10/2021,Postpaid,9,27.82,546.9,85,9,92.44,97.29,0,0,0,0,719187298
C0567,Jane,Smith,186 Main Rd,44,Male,Bulawayo,28,12/12/2023,Prepaid,0,6.02,670.7,54,12,76.23,14.18,0,0,1,1,717996529
C0568,David,Sibanda,78 Churchill Rd,39,Female,Mutare,58,2/8/2021,Prepaid,0,0.43,700.9,200,9,48.14,9.77,0,2,0,1,712679527
C0569,David,Johnson,130 First Ave,33,Female,Masvingo,55,5/5/2024,Postpaid,23,21.37,204.0,121,11,68.01,95.93,1,1,0,1,713563995
C0570,Alice,Moyo,194 Samora Machel St,19,Female,Harare,26,9/12/2022,Prepaid,0,7.35,654.0,445,10,89.73,17.07,1,0,0,0,716931339
C0571,Susan,Dube,103 Kwame Nkrumah Ave,22,Female,Mutare,37,25/10/2023,Postpaid,19,41.92,818.4,107,8,13.62,37.37,2,0,0,1,715889444
C0572,Robert,Moyo,105 First Ave,35,Male,Masvingo,26,30/6/2024,Postpaid,7,19.09,50.0,303,12,25.04,70.09,4,0,0,1,712099241
C0573,Robert,Jones,120 Main Rd,20,Male,Gweru,53,8/1/2024,Prepaid,0,8.01,911.5,131,9,54.27,15.01,2,1,2,0,717908509
C0574,David,Jones,31 Samora Machel St,44,Male,Mutare,23,28/3/2023,Prepaid,0,9.68,29.5,420,11,79.9,22.11,0,1,0,0,719349801
C0575,David,Williams,68 Churchill Rd,34,Female,Mutare,9,7/12/2021,Prepaid,0,8.58,356.0,391,8,3.63,15.61,2,0,1,0,711131820
C0576,Emily,Johnson,37 High St,33,Male,Mutare,12,7/8/2023,Prepaid,0,1.26,15.8,384,11,98.4,10.1,0,1,2,1,716818975
C0577,John,Jones,24 Churchill Rd,23,Female,Gweru,53,17/12/2023,Prepaid,0,7.42,77.1,475,10,45.49,18.51,0,0,0,0,716226686
C0578,Grace,Nyathi,44 High St,68,Male,Gweru,1,15/12/2023,Postpaid,18,19.39,911.2,197,8,35.92,67.98,2,0,1,0,712037057
C0579,Emily,Jones,83 Samora Machel St,24,Male,Mutare,58,25/8/2020,Prepaid,0,9.89,354.9,46,8,29.27,9.66,1,0,1,0,715516108
C0580,Grace,Nyathi,41 First Ave,67,Male,Bulawayo,58,3/11/2020,Prepaid,0,4.91,424.8,227,8,17.44,16.47,0,1,0,0,711933895
C0581,Susan,Moyo,179 Main Rd,31,Female,Harare,1,11/10/2023,Postpaid,22,10.51,215.3,244,9,79.16,87.51,3,0,0,0,715258587
C0582,David,Brown,42 Main Rd,55,Male,Gweru,47,12/6/2022,Postpaid,20,37.63,597.1,202,8,95.54,32.0,2,1,1,0,719156425
C0583,Emily,Sibanda,108 First Ave,57,Female,Bulawayo,34,2/2/2022,Prepaid,0,3.3,594.8,260,11,41.36,17.62,2,0,0,1,714468814
C0584,Susan,Jones,40 Samora Machel St,32,Female,Gweru,32,29/5/2022,Prepaid,0,9.97,372.2,177,9,95.24,11.99,0,0,2,0,717266609
C0585,Susan,Brown,48 Churchill Rd,64,Female,Mutare,54,17/3/2021,Prepaid,0,9.8,333.0,23,8,82.38,10.85,0,0,0,0,716452188
C0586,Susan,Smith,113 Samora Machel St,64,Male,Bulawayo,48,6/9/2022,Prepaid,0,6.6,885.0,174,11,48.11,12.85,1,0,2,0,717227083
C0587,John,Dube,84 Main Rd,65,Male,Masvingo,25,15/11/2022,Prepaid,0,1.39,383.3,273,11,67.4,11.84,0,0,1,0,712437308
C0588,David,Williams,4 Churchill Rd,50,Female,Harare,40,3/9/2021,Prepaid,0,6.9,493.5,339,12,43.5,21.64,0,1,1,0,717740967
C0589,Susan,Nyathi,108 Main Rd,60,Female,Harare,45,3/1/2023,Postpaid,10,9.19,283.3,411,11,55.87,49.24,0,0,0,0,712765125
C0590,Grace,Johnson,60 High St,44,Female,Gweru,53,11/7/2024,Prepaid,0,0.39,786.8,460,10,5.8,19.66,1,0,0,0,713421356
C0591,Emily,Moyo,114 Main Rd,46,Female,Harare,1,14/4/2020,Postpaid,12,42.03,397.4,260,8,69.63,36.58,3,0,1,1,718855191
C0592,Grace,Smith,167 Second St,54,Female,Masvingo,16,6/7/2020,Postpaid,23,14.44,513.6,285,8,5.28,96.6,4,1,0,0,711002345
C0593,Emily,Johnson,5 Churchill Rd,22,Male,Bulawayo,39,9/11/2023,Prepaid,0,3.85,253.4,0,8,81.71,17.45,0,0,0,0,718170871
C0594,Susan,Williams,106 High St,46,Male,Bulawayo,5,31/7/2023,Postpaid,16,48.81,987.7,85,11,82.49,79.47,0,0,1,0,715595244
C0595,Robert,Smith,6 High St,49,Male,Mutare,22,14/6/2021,Prepaid,0,3.43,291.5,337,11,23.71,10.96,1,0,1,0,715729733
C0596,Emily,Sibanda,14 First Ave,70,Female,Bulawayo,29,10/2/2024,Postpaid,23,18.34,770.7,429,8,32.37,58.85,0,1,1,1,715889227
C0597,Robert,Chirwa,198 High St,23,Female,Gweru,55,10/1/2022,Prepaid,0,9.19,427.5,68,9,48.13,9.48,1,0,0,0,717166478
C0598,Michael,Brown,126 Churchill Rd,19,Male,Masvingo,3,11/9/2023,Prepaid,0,1.2,206.2,30,9,59.67,23.65,0,0,0,0,713663135
C0599,Peter,Nyathi,140 High St,23,Male,Mutare,12,4/1/2024,Prepaid,0,7.62,799.7,197,10,28.74,14.76,1,0,1,0,712492036
C0600,Jane,Chirwa,62 Second St,63,Female,Gweru,26,26/5/2024,Postpaid,10,49.46,333.6,90,12,59.25,74.13,1,0,2,0,716176955
C0601,Susan,Chirwa,27 Samora Machel St,60,Female,Gweru,16,4/6/2023,Postpaid,18,45.56,865.2,439,10,29.78,81.4,2,0,1,0,719612466
C0602,Jane,Dube,54 Second St,21,Female,Gweru,51,23/8/2021,Prepaid,0,6.55,915.3,472,8,5.55,12.42,1,1,1,0,713508553
C0603,Peter,Smith,90 Main Rd,46,Male,Harare,37,14/5/2022,Postpaid,23,19.13,859.8,348,8,0.25,80.41,4,1,1,0,711078687
C0604,Alice,Chirwa,12 High St,42,Female,Gweru,22,23/4/2021,Prepaid,0,2.62,35.0,382,8,10.12,18.52,0,1,1,0,714522940
C0605,Jane,Moyo,136 Churchill Rd,26,Female,Harare,57,17/7/2020,Prepaid,0,8.21,787.4,411,12,79.23,19.11,0,1,0,0,714497822
C0606,Michael,Williams,74 High St,20,Female,Bulawayo,29,14/8/2020,Prepaid,0,8.81,411.3,15,11,96.14,14.78,3,0,0,1,717250982
C0607,Grace,Moyo,144 High St,43,Male,Harare,14,27/11/2023,Prepaid,0,5.3,873.7,309,12,42.7,12.66,1,1,1,0,714385884
C0608,Robert,Chirwa,180 Second St,65,Female,Gweru,28,10/12/2022,Prepaid,0,2.52,638.0,436,10,51.27,9.44,0,0,1,0,719108393
C0609,Michael,Jones,26 Main Rd,60,Male,Masvingo,5,11/11/2020,Postpaid,7,10.08,833.6,395,11,14.68,87.72,1,0,0,0,719089042
C0610,John,Moyo,136 Kwame Nkrumah Ave,44,Female,Masvingo,47,29/4/2021,Prepaid,0,0.96,499.4,275,11,55.1,17.17,2,0,1,0,718701368
C0611,Michael,Jones,45 Churchill Rd,53,Female,Bulawayo,49,20/11/2022,Prepaid,0,7.22,535.0,337,10,14.47,13.89,1,0,2,0,716737195
C0612,Robert,Moyo,84 Kwame Nkrumah Ave,49,Male,Gweru,30,9/6/2024,Prepaid,0,4.26,144.4,161,11,61.12,23.88,0,0,0,0,715550993
C0613,Grace,Nyathi,147 Churchill Rd,18,Female,Harare,46,24/1/2021,Postpaid,9,45.74,784.0,436,9,93.33,33.35,4,0,0,0,718567897
C0614,Grace,Jones,145 Churchill Rd,70,Male,Masvingo,52,7/8/2021,Postpaid,18,38.29,419.4,191,10,19.57,89.51,0,0,0,0,715046225
C0615,John,Dube,103 Samora Machel St,33,Female,Mutare,5,16/10/2024,Prepaid,0,1.99,500.1,150,10,76.46,24.95,1,0,1,0,711599777
C0616,Peter,Brown,124 Kwame Nkrumah Ave,68,Male,Gweru,12,4/4/2021,Postpaid,21,32.62,785.1,364,9,2.35,92.09,0,0,0,0,711570111
C0617,Alice,Chirwa,193 Kwame Nkrumah Ave,65,Female,Gweru,16,19/1/2023,Prepaid,0,4.41,598.8,410,12,37.55,21.21,0,0,0,1,714985625
C0618,Grace,Chirwa,123 Kwame Nkrumah Ave,28,Male,Mutare,26,13/12/2022,Postpaid,11,30.98,201.1,112,12,11.07,56.2,2,1,0,0,715871316
C0619,David,Jones,116 Samora Machel St,43,Male,Masvingo,26,2/6/2021,Prepaid,0,7.41,590.2,272,12,35.25,9.63,2,1,0,0,716247833
C0620,Alice,Sibanda,157 Kwame Nkrumah Ave,57,Female,Mutare,48,4/8/2023,Postpaid,13,41.28,407.6,175,11,17.35,81.44,0,2,2,0,716654010
C0621,Michael,Nyathi,14 Kwame Nkrumah Ave,18,Male,Bulawayo,21,29/4/2021,Prepaid,0,8.45,469.5,148,9,37.33,11.09,1,0,1,0,713690577
C0622,Alice,Sibanda,17 First Ave,43,Female,Harare,39,24/10/2020,Prepaid,0,2.61,28.3,177,10,41.75,8.52,1,0,1,0,714771319
C0623,Grace,Williams,13 Samora Machel St,45,Male,Harare,36,23/6/2020,Postpaid,21,6.4,210.0,423,10,30.06,85.06,1,0,0,0,713591864
C0624,John,Johnson,93 Churchill Rd,70,Female,Masvingo,33,25/10/2020,Prepaid,0,7.42,281.0,381,10,65.66,11.25,4,3,0,1,713951208
C0625,John,Sibanda,63 Kwame Nkrumah Ave,26,Female,Mutare,30,21/11/2023,Prepaid,0,1.15,713.0,222,11,91.89,23.29,0,1,0,1,712234552
C0626,Robert,Brown,33 Main Rd,61,Female,Gweru,37,13/6/2020,Prepaid,0,3.22,11.5,258,11,40.06,21.81,1,1,1,0,714010178
C0627,Emily,Jones,29 High St,39,Female,Gweru,23,24/2/2022,Prepaid,0,0.14,408.8,272,12,19.23,21.95,1,0,1,0,714300411
C0628,Susan,Brown,37 High St,25,Male,Gweru,58,25/2/2022,Prepaid,0,6.85,924.0,188,11,27.07,20.43,1,0,0,0,712530629
C0629,Alice,Johnson,103 Samora Machel St,66,Female,Bulawayo,10,22/8/2022,Prepaid,0,1.75,111.9,305,12,85.4,22.62,2,0,1,0,719783195
C0630,Grace,Jones,174 Second St,59,Female,Bulawayo,54,14/9/2020,Prepaid,0,6.59,516.4,377,12,57.16,21.11,1,1,0,0,716501887
C0631,Emily,Dube,24 High St,44,Female,Gweru,5,11/10/2022,Prepaid,0,9.92,786.5,89,10,45.5,17.05,2,1,0,0,716725304
C0632,Grace,Sibanda,142 Samora Machel St,56,Female,Masvingo,36,13/6/2023,Postpaid,18,8.27,942.5,342,11,14.96,50.71,1,0,1,0,719732730
C0633,Robert,Moyo,133 First Ave,36,Female,Bulawayo,34,16/1/2024,Prepaid,0,0.86,746.8,261,12,44.97,22.76,0,1,0,0,712078779
C0634,Robert,Johnson,125 High St,42,Male,Bulawayo,52,8/5/2024,Prepaid,0,3.47,720.6,155,9,27.85,21.81,1,0,2,0,713163795
C0635,Emily,Dube,53 First Ave,55,Female,Harare,31,17/8/2024,Prepaid,0,8.68,826.5,199,9,94.32,14.46,2,0,1,1,716092652
C0636,Alice,Williams,88 Second St,38,Male,Harare,10,11/5/2024,Prepaid,0,2.23,446.2,54,11,88.41,5.78,1,0,1,0,712252459
C0637,Grace,Dube,98 High St,41,Male,Masvingo,58,2/12/2020,Postpaid,9,21.22,805.8,253,10,8.39,74.7,1,1,0,1,714843923
C0638,David,Dube,114 First Ave,41,Female,Bulawayo,19,11/5/2023,Prepaid,0,0.78,8.0,441,10,51.67,6.01,0,0,2,0,716419537
C0639,Susan,Jones,95 High St,36,Female,Bulawayo,58,31/3/2023,Prepaid,0,7.66,924.6,172,12,22.51,23.53,0,0,0,0,718564711
C0640,Jane,Moyo,158 Main Rd,67,Male,Mutare,32,27/6/2024,Postpaid,7,23.37,443.3,199,11,41.08,97.31,2,1,0,0,719864261
C0641,Susan,Smith,188 Samora Machel St,64,Male,Masvingo,1,14/4/2022,Postpaid,14,39.17,553.4,402,9,87.68,43.26,2,1,0,0,713987206
C0642,David,Williams,120 Kwame Nkrumah Ave,19,Male,Masvingo,56,27/11/2022,Prepaid,0,9.05,254.9,101,12,52.75,18.53,0,2,0,1,718687690
C0643,Jane,Dube,73 Kwame Nkrumah Ave,31,Female,Mutare,5,6/8/2022,Postpaid,23,15.47,742.5,284,12,33.42,36.46,2,0,0,0,712456894
C0644,Jane,Johnson,156 First Ave,70,Male,Mutare,45,2/1/2024,Postpaid,22,41.33,76.6,150,8,20.79,81.07,4,1,0,1,715029127
C0645,Emily,Chirwa,106 Samora Machel St,49,Male,Harare,4,10/2/2025,Prepaid,0,0.69,872.6,110,11,80.03,11.95,0,1,0,0,712253577
C0646,Michael,Moyo,26 First Ave,59,Female,Masvingo,16,27/12/2023,Postpaid,13,45.45,828.1,415,12,62.45,77.67,0,0,0,1,717578258
C0647,Alice,Chirwa,18 Second St,49,Male,Masvingo,24,21/1/2025,Postpaid,20,34.28,216.1,265,9,46.81,56.1,1,0,1,0,713353597
C0648,Susan,Chirwa,164 Churchill Rd,45,Female,Mutare,16,15/7/2020,Prepaid,0,8.75,809.3,90,8,21.75,7.91,1,0,2,0,717511087
C0649,Emily,Jones,136 Second St,65,Male,Gweru,55,8/3/2024,Prepaid,0,0.1,786.4,176,9,33.42,13.12,0,0,2,0,715215246
C0650,Jane,Nyathi,146 Samora Machel St,56,Female,Gweru,2,30/4/2023,Prepaid,0,1.77,632.2,448,10,95.98,7.25,1,0,1,0,712059737
C0651,Michael,Smith,58 First Ave,57,Male,Harare,49,24/7/2023,Postpaid,14,22.54,373.5,230,8,52.01,70.38,0,0,0,0,713205331
C0652,Jane,Jones,160 Main Rd,59,Female,Gweru,28,27/11/2023,Postpaid,22,22.08,271.5,28,8,40.07,32.87,1,1,0,0,717763532
C0653,David,Nyathi,93 Kwame Nkrumah Ave,64,Female,Gweru,32,5/2/2024,Prepaid,0,2.34,231.8,442,12,52.14,15.55,0,0,2,1,719813889
C0654,David,Brown,49 Main Rd,57,Male,Gweru,27,23/3/2023,Prepaid,0,3.88,318.6,300,10,77.9,22.73,0,1,0,0,713045736
C0655,Robert,Johnson,176 First Ave,30,Female,Bulawayo,20,19/2/2024,Prepaid,0,1.38,903.6,194,12,34.01,21.76,2,0,1,1,714560906
C0656,Michael,Moyo,71 Samora Machel St,29,Male,Harare,24,17/9/2021,Prepaid,0,4.19,77.6,306,11,17.87,22.66,3,0,1,1,716642658
C0657,Susan,Nyathi,65 Samora Machel St,25,Female,Mutare,12,4/1/2022,Prepaid,0,8.04,828.9,238,9,58.49,23.44,3,0,1,0,719280300
C0658,John,Williams,33 Main Rd,32,Female,Gweru,50,4/1/2024,Prepaid,0,4.84,348.9,356,9,66.52,7.09,2,0,1,1,716504080
C0659,Grace,Nyathi,50 Kwame Nkrumah Ave,43,Female,Bulawayo,35,14/7/2022,Postpaid,7,5.81,521.6,478,12,71.27,39.01,2,0,1,0,713864214
C0660,Susan,Johnson,4 High St,29,Female,Gweru,60,29/2/2024,Prepaid,0,4.27,794.5,383,9,88.2,16.14,1,1,0,1,716478633
C0661,Peter,Brown,119 Second St,60,Female,Bulawayo,33,10/6/2024,Postpaid,11,6.22,884.4,266,9,37.12,92.58,0,0,1,0,719992815
C0662,Emily,Johnson,84 Second St,68,Female,Harare,33,5/11/2020,Prepaid,0,9.67,344.8,213,11,7.54,24.49,1,1,0,0,711567259
C0663,Peter,Brown,117 First Ave,63,Female,Gweru,51,28/6/2020,Prepaid,0,1.36,461.8,81,10,95.83,5.93,0,0,0,0,717424249
C0664,Michael,Williams,164 Kwame Nkrumah Ave,44,Male,Bulawayo,43,23/2/2023,Prepaid,0,7.11,414.5,127,8,43.5,12.12,0,1,1,0,713621365
C0665,David,Dube,102 Main Rd,35,Male,Masvingo,37,12/2/2021,Prepaid,0,9.73,13.3,482,12,62.33,9.26,1,1,0,0,714207960
C0666,Peter,Jones,156 Samora Machel St,62,Female,Masvingo,12,10/4/2023,Postpaid,10,42.17,295.9,261,12,66.63,82.92,0,1,0,0,712443359
C0667,John,Moyo,131 First Ave,53,Female,Bulawayo,3,10/2/2022,Prepaid,0,7.02,459.2,66,11,54.65,17.8,4,0,1,0,717561709
C0668,Robert,Moyo,6 Main Rd,66,Female,Gweru,1,17/3/2022,Postpaid,22,42.78,411.1,61,11,20.53,38.39,1,2,0,1,712351567
C0669,Robert,Williams,173 First Ave,68,Male,Gweru,33,14/3/2022,Prepaid,0,9.82,721.9,132,8,75.51,14.67,2,0,0,0,715923373
C0670,Grace,Johnson,23 Kwame Nkrumah Ave,44,Female,Harare,40,7/2/2021,Postpaid,7,32.96,384.8,136,10,80.38,77.98,1,1,1,0,712548935
C0671,Robert,Moyo,135 First Ave,26,Male,Harare,10,2/12/2022,Prepaid,0,5.64,489.4,27,12,55.3,20.58,2,0,0,0,713131249
C0672,Michael,Sibanda,120 First Ave,56,Female,Mutare,43,21/3/2021,Postpaid,23,33.27,429.6,210,11,48.86,31.4,1,0,0,0,717866689
C0673,Grace,Jones,61 Samora Machel St,18,Female,Harare,44,23/7/2021,Postpaid,15,28.97,740.6,475,12,11.39,92.33,4,1,1,1,715216126
C0674,Michael,Sibanda,100 First Ave,24,Female,Gweru,29,4/11/2023,Prepaid,0,6.39,863.0,474,9,8.4,16.39,2,1,2,0,719058492
C0675,Robert,Dube,65 High St,43,Female,Mutare,13,31/12/2023,Prepaid,0,4.55,531.9,204,12,33.96,21.24,2,1,1,0,719172376
C0676,Susan,Jones,134 First Ave,24,Female,Harare,12,16/6/2022,Postpaid,15,14.83,789.4,252,10,31.08,86.56,1,0,0,0,717650395
C0677,David,Jones,24 Churchill Rd,69,Male,Bulawayo,31,30/6/2023,Postpaid,11,10.41,296.8,37,10,95.37,43.29,2,1,0,0,719090685
C0678,Susan,Moyo,37 High St,24,Female,Masvingo,46,1/1/2022,Prepaid,0,0.78,541.4,42,12,78.36,7.2,2,0,0,1,717977548
C0679,Robert,Smith,45 Main Rd,25,Male,Harare,2,29/4/2022,Postpaid,17,16.85,345.2,116,9,65.99,80.49,2,0,1,0,714945068
C0680,Grace,Brown,179 Churchill Rd,33,Male,Harare,51,20/6/2021,Postpaid,22,7.08,414.2,404,10,51.76,40.95,0,0,1,1,717206435
C0681,Grace,Brown,100 Kwame Nkrumah Ave,20,Female,Bulawayo,50,17/11/2023,Postpaid,18,30.52,732.4,474,11,16.74,89.5,1,1,0,0,711359383
C0682,Robert,Nyathi,102 Churchill Rd,62,Female,Gweru,35,17/9/2021,Postpaid,21,17.77,881.7,189,12,97.85,80.83,1,1,1,1,715998513
C0683,Jane,Johnson,173 Second St,27,Female,Bulawayo,23,2/12/2024,Postpaid,15,42.1,121.5,45,9,37.5,88.93,1,1,1,0,716627420
C0684,David,Smith,63 High St,67,Male,Harare,17,14/7/2020,Prepaid,0,0.83,634.6,453,11,10.69,10.98,1,2,0,1,712062266
C0685,John,Moyo,29 Second St,24,Male,Gweru,26,8/4/2020,Prepaid,0,2.34,582.1,165,12,49.38,11.33,2,0,1,1,716859073
C0686,Michael,Sibanda,101 First Ave,38,Male,Mutare,8,4/11/2020,Prepaid,0,7.33,118.4,304,9,87.4,18.42,0,0,0,1,713167346
C0687,Emily,Dube,109 Main Rd,70,Female,Harare,29,6/1/2023,Postpaid,7,31.95,211.9,202,11,88.73,32.2,0,2,2,0,714338755
C0688,Jane,Dube,96 Churchill Rd,54,Male,Bulawayo,26,9/5/2020,Postpaid,7,7.9,311.0,494,10,1.1,80.85,0,1,1,0,712653866
C0689,John,Williams,153 Kwame Nkrumah Ave,48,Male,Mutare,10,20/2/2022,Prepaid,0,8.78,166.9,232,12,88.63,21.72,1,0,0,0,712408698
C0690,Peter,Chirwa,10 High St,40,Male,Masvingo,26,7/9/2022,Postpaid,12,44.48,243.7,244,12,27.15,59.06,1,1,0,0,711656212
C0691,Peter,Nyathi,35 Main Rd,44,Female,Mutare,34,17/10/2021,Postpaid,11,19.87,267.6,208,10,3.9,83.54,1,0,1,0,714398202
C0692,Jane,Sibanda,55 Samora Machel St,39,Male,Bulawayo,51,23/12/2024,Prepaid,0,3.47,335.7,247,8,84.78,8.49,0,1,0,0,713762466
C0693,Robert,Smith,153 Samora Machel St,56,Male,Mutare,41,4/3/2021,Prepaid,0,9.89,749.4,294,11,86.39,11.45,1,0,0,0,719874666
